company,jobrequest,salary,tags,title
,,,,
上海格诺生物科技有限公司,,0.8-1.2万/月,上海-浦东新区  |  无工作经验  |  本科  |  招1人  |  08-14发布,生物信息算法研究员
杭州慧知连科技有限公司,"工作内容：,根据公司业务，进行人脸检测、人脸跟踪、人脸配准、人脸验证、活体检测前沿技术的算法研究,岗位要求：,1. 国内一流大学硕士/博士学历，计算机计算机或者数学、图像处理、模式识别、机器学习相关专业；,2. 具有三年以上从事模式识别算法研究工作经验；,3.  熟练掌握模式识别领域相关知识，具有独立研究和开发核心算法的能力;,3. 熟悉boosting、svm、神经网络，有deep learning研究经验者优先（熟悉caffe、TensorFlow、mxnet、paddle中至少一种开源深度学习框架）；,4. 熟练应用vc，Python，matlab等编程工具；,5. 有扎实的数字图像处理、机器学习和模式分类等相关方面的理论基础和实践经验；,6. 有相关人脸识别工作经验者优先；",2.5-5万/月,上海-静安区  |  3-4年经验  |  硕士  |  招若干人  |  08-14发布,资深图像算法研究员（上海）
北京中创信测科技股份有限公司,"岗位职责：,1、 构建和定义分析指标体系；,2、 基于业务应用场景建立和优化基础算法模型；,3、 针对具体数据利用各种挖掘算法进行数据关系探索；,4、 利用机器学习算法实现分类、预测等；,5、 完成上级领导交办的其它工作。,任职资格:,1、 计算机、数学或者统计学相关专业本科及以上学历，本科3年以上工作经验，有大数据分析经验优先；,2、 优秀的分析问题和解决问题的能力，具有较好的归纳能力与较好的文字和语言表达能力； ,3、 至少熟悉Python/Java/Scala其中之一，熟练掌握SQL，有算法模型实施经验； ,4、 熟悉常用统计理论和数据挖掘算法的一种或者多种（如线性模型，朴素贝叶斯，决策树，支持向量机，随机森林，神经网络，逻辑回归，聚类分析，推荐算法，广告算法，PCA，SVD等）者优先； ,5、 熟悉Spark大数据分析生态环境，熟悉Spark MLib或者Spark Graphx者优先； ,6、 熟悉深度学习或者机器学习类算法者优先； ,7、 具备良好的团队精神、沟通能力和表达能力，有较强的数据敏感度，良好的沟通协调能力。",1.5-2.5万/月,南京-江宁区  |  3-4年经验  |  本科  |  招1人  |  08-14发布,大数据分析算法研究员
北京智慧眼科技股份有限公司,,2-4万/月,北京-海淀区  |  无工作经验  |  招若干人  |  08-14发布,计算机视觉算法研究员
上海时代天使医疗器械有限公司,,30-40万/年,上海-杨浦区  |  无工作经验  |  硕士  |  招1人  |  08-14发布  |  数学与应用数学 力学,高级算法研究员
中科探海（苏州）海洋科技有限责任公司,,0.5-1万/月,张家港  |  无工作经验  |  硕士  |  招4人  |  08-14发布,算法研究员
北京人人金服投资管理有限公司,"岗位职责：,1. 利用统计分析建模、机器学习算法、自然语言处理等技术方法，针对国内外金融市场产品，研发量化投资策略；,2. 包括但不限于量化 FOF 基金分析与投资策略研发；债券等固收产品的信用风险量化分析；股票、期货量化投资策略研发；金融财经舆情系统研发等；,3. 进行量化投资模型的研发与优化，进行程序化交易策略的代码开发，并协助客户和投资经理进行投资决策；,4. 参与部门日常管理和服务、软硬件建设、团队建设等各方面工作。,任职要求：,1.硕士及以上学历，计算机、金融工程，统计学，数学、物理等相关专业；,2. 熟练掌握至少一种编程语言（Python/JAVA/C++/C/R等，其中 Python 优先）； ,3. 有机器学习、数据挖掘、自然语言处理等经验者优先 ；,4. 有量化投资，FOF基金筛选，股票、期货量化交易经验者优先；,5. 熟悉MySQL, Sql Server等数据库的使用，能熟练使用SQL语言者优先；,7. 具备证券从业资格，CPA、CFA等资格证书者优先；,6. 有ACM竞赛获奖经历优先，有国际高水平会议论文者优先；,8. 精力充沛、乐于分享与交流、抗压能力较强、注重工作实效；",300元/天,北京-朝阳区  |  无工作经验  |  本科  |  招2人  |  08-14发布,算法研究员实习生
北京清软创新科技股份有限公司,"1、从事公司业务领域算法的研究、仿真、开发工作； ,2、负责对已有算法的实用化和优化进行的研究、仿真、开发工作。,任职资格：,1、硕士及以上学历，应用数学、统计数学、计算数学、电力等相关专业；,2、熟练掌握R语言、Python语言或Matlab工具；,3、熟悉各种统计方法、优化算法；,4、有扎实的数学基础，有算法相关的实际项目经验；,5、较好的沟通能力，能够熟练阅读英文文献，为人诚恳踏实，动手能力强；,6、有C/C++或者Java编程开发经验者优先；,7、有电力系统负荷预测、优化规划等相关算法编制者优先。",1.5-2万/月,北京  |  无工作经验  |  硕士  |  招1人  |  08-14发布,算法研究员
北京捷通华声科技股份有限公司厦门办事处,"""职位描述：,1. 负责输入法（IME）的算法研究与引擎设计开发；,2. 负责跟进行业前沿技术发展趋势，跟踪国际新算法发展方向和相应技术。,任职资格：,1. 毕业于211或985院校、统招硕士以上学历，计算机相关专业；,2. 了解当前输入法的方法，能够跟踪新的研究方向；,3. 了解语言模型的相关背景知识；,4. 至少掌握一门编程语言，有一定的软件开发项目经验（精通C/C++优先）；,5. 能够流畅阅读英文文献,6. 有相关工作经历或实验室背景优先；,7. 有LR/GMM/SVM/CRF/MaxEnt/HMM/LDA/DNN/CNN/RNN的研究背景者优先；,8.能够对输入法（IME）算法进行工程实现和优化。,""",1-2万/月,厦门  |  无工作经验  |  硕士  |  招1人  |  08-14发布,输入法算法研究员（IME)
珠海市四维时代网络科技有限公司,"【岗位职责】,1. 负责基于图片的三维重建算法开发与优化,2. 负责在已有三维重建算法基础上开发新功能,【任职要求】,1.模式识别/通信/计算机/自动化/数学相关专业硕士及以上学历,2.熟练掌握C/C++和MATLAB，Python 有很强的代码实现能力,3.熟练使用过OpenCV/OpenGL/PCL等图形图像开源库,4.有在Linux和Windows系统环境下编程的经验,5.具备良好的学习能力，能够熟练阅读英文文献，并根据文献实现相关算法,6.熟练掌握常见数据结构和算法，能够分析和优化计算逻辑，提升性能,【加分项】,1.有做过特征点提取与匹配，基于图片三维重建（SFM）相关项目经验者优先,【公司优势】,1. 与德国人工智能研究中心（DFKI）合作成立中德人工智能研究院（CMCAI），目前有中德专家团队成员约200人，团队成员均来自DFKI以及4DAGE的高级研究员,2. 创始人及高管人员均是欧洲海归博士及国内名校高材生，研发团队具有丰富的技术开发及项目运营经验；有机会去往德国人工智能研究中心（DFKI）互访学习,3. 公司于2017年完成了4000万元的Pre-A轮融资，现处于B轮融资阶段，发展前景极好,4. 五险一金齐全，周末双休，有机会入户珠海，带薪年假，年终境外旅游，弹性工作制，每年1-3次调薪机会，丰厚年终奖,5. 提供优质宿舍，上班接送车，年度免费体检，节日福利，每月一次的购书福利，每天零食水果饮品宵夜供应,6. 队友特别神，待遇特别高，环境特别好，机会特别多，不定期团建活动和培训课程，还能抓住时代机遇，参与打造一家横扫全球的人工智能计算视觉公司",1.5-2万/月,珠海-珠海高新区  |  无工作经验  |  招1人  |  08-14发布,图像算法研究员（SFM）
珠海安润普科技有限公司,,1.2-1.6万/月,珠海  |  2年经验  |  本科  |  招2人  |  08-10发布,算法研究员(职位编号：2017026)
广州广电银通金融电子科技有限公司,"岗位职责：,1、 负责智能视频深度学习算法的调研、搭建、开发及优化；,2、负责基于GPU的图像处理算法开发及优化； ,3、跟踪相关领域的技术发展趋势，参与视频、图像领域等人工智能新技术的研究，针对实际问题开发新算法； ,4、 根据市场需求，制定项目计划，安排项目组成员完成开发任务。,任职要求：,1、模式识别、机器学习、图像处理及计算机视觉等相关专业背景； ,2、负责视频分析方面算法的研究和开发；负责深度学习方面算法开发；,3、设计能够解决应用需求的具体算法，根据项目需求，完成算法的设计、验证和优化；,4、负责相关图像处理与识别算法的代码实现、集成，测试与维护；,5、海康、大华、佳都新太、高新兴、铂亚信息、浩云等有工作经历者优先。",3.5-4.5万/月,广州  |  5-7年经验  |  硕士  |  招2人  |  08-10发布,高级算法研究员
上海云济信息科技有限公司,"负责公司医学图像处理技术的文献调研，技术选型，方案制定，架构设计，实验开发等工作  ,带领和培养人才梯队，完成上级安排的任务并增进团队整体实力  ,  ,  ,  ,  ,985硕士及以上学历，相关领域博士优先  ,精通图像处理技术，熟悉人工智能相关技术  ,在深度学习，图像处理相关专业学术会议上有比较突出的文献产出及贡献  ,在目标检测，人脸识别，医疗影像，医疗大数据等方向有突出贡献者优先  ,在kaggle，天池等比赛中获得较好名次者优先  ,熟练掌握python，scala，java，c++等语言中的一项或多项  ,精通TensorFlow，mxnet，caffe等平台中的一种或多种  ,硕士以上学历，第一学历985高校或国外同等级别学校；硕博阶段研究方向偏机器学习，或计算机视觉；  ",2-3万/月,上海  |  无工作经验  |  硕士  |  招若干人  |  08-10发布,算法研究员
上海正雅齿科科技股份有限公司,,2-3万/月,上海-浦东新区  |  无工作经验  |  博士  |  招3人  |  08-14发布,高级算法研发工程师/算法研究员
广州尊游软件科技有限公司,"岗位职责:,1.负责承担密码加密解密技术趋势跟踪研究、密码算法实现、密码算法优化改进、密码技术与应用结合点分析等工作；,2.负责各类密码相关算法解读、编写；,3.研究和分析现有的共识算法，设计和实现一套符合业务要求，有自主创新的算法。,4.参与相应项目模块的开发及文档编写。,任职要求：,1.密码学、计算机专业硕士及以上学历；,2.具备一定的密码算法相关的背景知识，具有良好的数学基础，熟悉对称、非对称、HASH等加密解密算法；,3.对区块链技术有深刻的理解, 非常熟悉如BITCOIN, ETH, EOS, RIPPLE的底层技术原理、机制和相关算法者优先；,4.熟练使用Shell、Python，熟悉Java或c/c++或Go编程，具备扎实的编程基础；,5.技术能力扎实，能快速学习掌握新技术，有相关项目经验优先；,6.对算法有一定要求，了解常用算法的思想，能写出伪代码。熟悉常用加密算法，知道各种加密算法的适合场景。,优先:,1. 如ACM等程序设计比赛获奖",2.5-5万/月,广州-海珠区  |  3-4年经验  |  本科  |  招1人  |  08-14发布,区块链接算法研究员
深圳市康英科技有限公司,"工作职责：,1、负责公司产品的算法研究与开发，包括但不限于医学弱信号研究，信号处理，信息采集等前沿技术研究；,2、对研究的算法及医学原理理论结合公司实际产品独立评估算法可行性，并建立模型，制定算法及整体技术设计规范；,3、在开发过程及应用过程中充分验证并且充分结合实际使用情况改良优化算法，使之转化为产品可实用方案；,4、参与公司产品定义及设计提出相关建议；,5、领导交代的其他任务；,任职要求：,1. 重点本科或硕士研究生以上学历，数学、计算机、物理、生物医学工程等相关专业毕相关专业,具备很强的数理功底；,2. 熟练掌握一门或以上主流编程语言（C、C++、C#、Matlab），有相关项目研发经验者优先；,3. 具备需求分析及系统设计能力，有较强的逻辑分析及沟通能力； 具备生物医学弱信号采集和提取相关经验；,4. 工作积极主动、认真负责,热爱项目管理工作，并具备较强的抗压能力，学习能力较强；,5. 具有较强的人际沟通及语言表达能力，口头沟通能力，思维逻辑能力强；,6. 乐于接受挑战，善于学习，具备良好的英文水平，能熟练阅读英文技术资料并理解国外相关领域论文。",1-1.5万/月,深圳-南山区  |  2年经验  |  本科  |  招若干人  |  08-14发布,算法研究员
山东万腾电子科技有限公司,"负责图像处理、模式识别、数据挖掘软件开发，算法研究。,任职要求：,1、本科以上学历，图像处理、模式识别、数据挖掘等方向；,2、扎实的计算机程序开发基本功，熟练掌握C++和面向对象的思想；,3、在数据结构、算法和代码、软件设计方面具备较深的理解,有实际项目经验；,4、熟悉常用的机器学习算法如协同过滤、逻辑回归、聚类，神经网络、SVM、决策树等；,5、硕士或博士学历，在图像处理，模式识别领域发表过一定水准的论文者优先考虑；,6、从事过手机等嵌入式行业的算法研究优先。,公司为同学提供实习机会及有吸引力的项目薪资及员工培训，新人入职均会配以资深导师进行一对一辅导，只要你肯努力，会让你快速成为智能制造领域技术大牛。同时公司热烈欢迎优秀的工程师全职加入，担任独当一面的岗位有机会获得期权，甚至成为技术合伙人；另外，我们有众多优秀IT/工业企业的推荐渠道（只因为认识的HR多），我们也愿意为优秀的工程师提供推荐。,工作地址,山东省济南市高新区开拓路2269号1号楼101",0.8-1.2万/月,济南-高新区  |  2年经验  |  本科  |  招1人  |  08-14发布,算法研究员\图像处理工程师
极课大数据,"岗位职责:,负责智能组卷、用户画像、推荐、OCR、知识图谱相关的算法研究,任职要求:,1. 硕士以上学历，985以上院校，计算机/数学或算法相关专业，研究方向包括但不限于机器学习、人工智能、模式识别、自然语言处理、图像识别等；,2. 针对业务需求提出合适的算法解决方案，推动该方案在业务系统的实现；,3. 从数据中发现现有系统和算法的不足，提出改进的算法并推动实现；,4. 能独立阅读英文文献并进行具体实现；,5.有独立建立完整数据模型，并最终实现模型落地的经验；,6. 有较多的程序开发经验，对数据结构和算法知识应用熟练；有大数据处理经验者加分。",3-4万/月,北京-朝阳区  |  3-4年经验  |  硕士  |  招1人  |  08-09发布,算法研究员
深圳市佰事达通国际货运代理有限公司," 岗位：,http://www.shunchang-tech.com/cn/about.asp",1-1.5万/月,深圳-龙岗区  |  2年经验  |  硕士  |  招2人  |  08-11发布  |  英语熟练  |  电气信息工程 通信工程,语音音频高级算法研究员
杭州英歌智达科技有限公司,,2.5-5万/月,杭州  |  3-4年经验  |  大专  |  招3人  |  08-12发布,高级算法研究员（工程师）
北京数字政通科技股份有限公司武汉分公司,"岗位职责：,1、带领专业团队跟踪前沿技术，共同研发高质量的机器学习（深度学习算法）；,2、结合城市管理、社会管理、公路管理和停车场等行业应用，研究技术方案、算法选型、框架设计。推进算法产品化。,任职要求：,1、计算机、自动化、数学等相关专业硕士及以上学历，博士优先；,2、具有较好的PYTHON/MATLAB、C/C++基础、数学基础，有很强的算法实现能力；掌握常见的设计模式；有算法架构经验者优先,3、具有3年以上模式识别算法开发经验。有Caffe，MXNet，TensorFlow项目经验优先；具有图像/视频分析、智能目标检测、特征识别和目标行为分析相关背景者优先；,4、具有较强的逻辑思维能力和责任感，曾担任过项目负责人，具备优秀的沟通能力和推进能力；,5、在知名国际会议发表文章或获得过竞赛奖项者优先",1.5-2.5万/月,武汉-东湖新技术产业开发区  |  3-4年经验  |  硕士  |  招2人  |  08-13发布,资深算法研究员
深圳市腾讯计算机系统有限公司,,,北京  |  5-7年经验  |  硕士  |  招1人  |  08-13发布,MIG15-语音识别算法研究员(职位编号：40305)
深圳光启空间技术有限公司,"岗位职责：,1、计算机视觉、语音识别、文本分析、信号处理等相关算法的设计、开发与调试，并记录全部流程；                     ,2、前沿人工智能算法的跟踪、实现与优化，并完成技术文档，实现算法规范化管理；                   ,3、整理项目需求数据，完成数据清理及结构化，按要求归类数据，形成优质的算法测试集，完成算法测试，并以文档形式记录整个流程，实现规范化管理。,任职要求：,1、本科及以上学历，计算机、应用数学、物理、统计等相关专业；                                             ,2、掌握常见的计算机视觉、图像处理、机器学习、信号处理等算法，并能完成代码实现；                       ,3、具备扎实的编程基础，熟悉常用数据结构与算法；                                                     ,4、熟练使用Python、、OpenCV/OpenGL/Caffe等常用开源库；具有深度学习框架搭建能力者优先；                                                                                          ,5、具有较强的文献阅读和算法实现者优先，有过SLAM或目标跟踪/检测等项目经历者优先，具备深度学习项目经验者优先，开源社区参与者和贡献者优先。",2-3万/月,深圳-南山区  |  无工作经验  |  本科  |  招1人  |  08-13发布,算法研究员
瀚思安信（北京）软件技术有限公司,,1.5-3万/月,成都-高新区  |  5-7年经验  |  硕士  |  招2人  |  08-13发布,机器学习算法研究员
武汉光庭信息技术股份有限公司,"1、参与系统设计、方案构架设计、原型系统开发；,2、负责图像处理核心算法设计及性能优化；,        ,3、申请专利和发表相关论文。,1、计算机、数学相关专业博士毕业且未满35周岁；,2、熟悉常用的计算机视觉和图像处理算法；,3、能够熟练使用英语或日语进行工作交流；,                ,4、熟悉C\C++、Linux系统，了解嵌入式系统开发的优先。",1.5-2万/月,武汉-东湖新技术产业开发区  |  无工作经验  |  博士  |  招1人  |  08-13发布  |  英语熟练,图像处理算法研究员
武汉环宇智行科技有限公司,"职位描述,负责自动驾驶系统场景的实时规划决策算法研究和实现,任职资格,计算机或相关专业硕士或博士学历,熟练掌握C/C++开发,具有丰富的Linux系统开发经验,熟知决策规划基本算法和算法优化的方法和思路,了解Apollo技术框架优先,有相关交通决策规划或者自动驾驶规划相关经验者优先,具有复杂决策系统设计和实现经验者优先,良好的团队协作精神",0.8-2万/月,武汉-东湖新技术产业开发区  |  无工作经验  |  硕士  |  招2人  |  08-13发布,规划决策算法研究员
IBM China,"IBM中国研究院与学术界及工业界广泛合作，致力于基础人工智能技术的研发，包括自然语言处理/理解、语音识别、语音合成、问答系统、对话系统、情感分析、深度学习、强化学习等。您需要对人工智能技术的底层架构及算法有一定的研究，并有基于已有的技术进行创新性改进的能力。,我们希望您：,1. 对科学创新抱有极大热情,2. 具备独立计划、管理研究项目和追求科学卓越的能力,3. 展示和捍卫自己的科学发现的能力,4. 博士或硕士，至少在以下的一个领域里拥有足够的专业知识和提出项目及方法的能力：深度学习、增强学习、神经网络、自然语言处理/理解、声学分析、语音信号处理、机器人、物联网。,5. 至少熟练掌握以下一种语言：C, C++, Java, Python,6. 最好有过硬的论文或专利发表记录,加入我们，您将有机会学习： ,1. 如何在国际企业开展研究项目,2. 如何与国际团队合作,3. 如何申请专利,4. 如何将研究成果转化成能产生价值的解决方案或产品",1.5-2万/月,北京  |  无工作经验  |  硕士  |  招3人  |  08-13发布  |  英语,AI算法研究员/工程师
安徽水天信息科技有限公司,"岗位职责: 公司技术涉及图像检测，识别，跟踪，图像拼接，欢迎有志于此的人员加盟,1、图像及视频分析算法的研究； ,2、图像及视频分析算法的C/C++实现； ,3、图像及视频处理模块的开发与测试。 ,任职资格： ,1、计算机/电子/信息科学/数学等相关学科，本科及以上学历； ,2、 熟悉数字图像处理、模式识别、计算机视觉，有较强的数学功底； ,3、具有较强的编程能力，精通 C/C++ 等编程语言； ,4、具有较高水平的英语科技文献阅读能力； ,5、参与过目标检测与识别、姿态识别等相关项目或者有计算机视觉、模式识别相关科研经验者优先。,薪资福利：,五险一金、带薪假、年终奖、交通补贴、午餐补贴、过节费、生日津贴",0.8-1万/月,合肥  |  1年经验  |  硕士  |  招5人  |  08-13发布  |  英语熟练  |  计算机科学与技术,图像处理算法研究员
深圳市铱硙医疗科技有限公司,"职责：,1、负责AI+医疗相关算法研发，包括医学影像预处理、目标检测和分割、病种分类、病灶自动识别以及诊断报告自动生成等技术研发；,2、负责医学影像领域的市场调研、研发落地和应用，同时协同相关方进行医学数据获取、标注、评估等工作。,3、根据研发进展撰写相关论文和专利。,要求：,1、研究生及以上学历，博士优先，具有图像算法相关研发经验；,2、掌握计算机视觉领域的基础理论和算法，具有扎实的背景知识；,3、有***国际会议或期刊论文者优先；,4、精通Python/Matlab，能够快速实现和改进相关图像分析算法；,5、具备良好的团队合作和沟通能力，优秀的逻辑思维能力和学习能力；",1.5-2.5万/月,深圳  |  无工作经验  |  硕士  |  招若干人  |  08-13发布,医学图像算法研究员
杭州同花顺数据开发有限公司,"工作职责:,-跟进最新的机器学习/深度学习/强化学习算法，推进新算法在语义、图像、语音、智能识别等领域的应用,任职资格:,-计算机相关专业，在人工智能算法方面具有深厚的知识背景和研发功底,-发表过多篇论文",1.2-2万/月,杭州-余杭区  |  无工作经验  |  硕士  |  招若干人  |  08-13发布,算法研究员
北京安德医智科技有限公司,"从事医疗人工智能多个领域的研究，把人工智能应用在诊断，治疗，康复等等以提高医疗水平。诚聘对人工智能有兴趣，想学并想用技术改变医疗行业，有一个济世救人的伟大理想的人加入我们。特别欢迎数学，物理，工程系的理工同学，对技术热忱，数学天分高，热爱创造新东西，奇思妙想的同学加入我们。人工智能背景不是必要条件。,- 负责计算机图像&机器学习（包括深度学习）算法的开发与性能提升；,- 负责下述研究课题中的一项或多项，包括但不限于：检测、跟踪、分类、深度估计、图像处理、强化学习、机器人技术相关算法等；,- 针对项目执行中遇到的新问题，研究如何抽象建模，设计高效的机器学习、深度学习算法；对机器学习、深度学习领域内学术界、工业界最新 的研究进展进行跟踪、实践，并逐渐应用到实际项目中；,- 推动机器学习算法在医疗实际应用和落地。,– 计算机，数学，物理，工程类本科，硕士，博士学历,– 熟悉一种编程语言 (python, java, javascript, c++, c）,– 在图像识别、理解、分割领域有研究等经验优先；,- 独立分析和思考问题并加以解决的能力和习惯- 善于沟通，团队协作精神良好，乐于分享经验与感悟，促进团队共同进步- 工作认真负责、耐心细致，逻辑清晰，具有团队合作精神，有较强的事业心和责任心",1-2.5万/月,北京-丰台区  |  无工作经验  |  本科  |  招10人  |  08-13发布,机器学习算法研究员
湖南胜云光电科技有限公司,"岗位职责,1.根据需求，设计算法并制定概念模型,2.协助开发部门，实现算法落地与系统整合,任职要求,1.本科以上学历，有理工科专业背景，或数学相关专业,2.具备一定的编程基础，掌握c++/java/python等任一门语言,3.熟悉常见的优化算法，如遗传算法等",0.8-1万/月,长沙  |  2年经验  |  本科  |  招3人  |  08-13发布,算法研究员
PwC 普华永道,,,深圳  |  1年经验  |  本科  |  招若干人  |  08-14发布  |  英语熟练,算法研究员-风险及控制_广州/深圳(职位编号：29196BR)
平安科技（深圳）有限公司,,2-2.5万/月,北京-朝阳区  |  2年经验  |  硕士  |  招20人  |  08-14发布,111135-AI算法研究员(职位编号：111135)
