"招聘单位","招聘岗位","薪资区间","工作地点","工作经验","学历要求","岗位属性","类别","发布时间","职位诱惑","职位描述","工作地址","爬取时间"
"GeexFinanceAI Lab","大数据挖掘/人工智能/神经...","80k-100k","上海 ","经验5-10年","博士及以上","全职","大数据 | 互联网金融","14:01  ","大牛云集,五险一金,公司团建","大数据挖掘/人工智能/神经网络算法科学家主要负责横跨即科内部所有业务线的模型算法的风险管理工作，需要和有机会全面了解互联网金融行业数据和业务模型及其使用的场景，包括但不限于深度规则，黑盒计划，反欺诈，场景探针等。  工作职责： 1. 负责领导和建设即科AI实验室，构建AI实验室技术基础架构。并且驱动AI项目包括：深度规则，黑盒计划，反欺诈，场景探针等；","上海-杨浦区-淞沪路619号中航天盛大厦1701室","2018-08-13 14:18:41"
"广宇科技开发部","人工智能及数据分析工程师","6k-12k","佛山 ","经验不限","本科及以上","全职","大数据 | 算法 | 数据挖掘 | 数据分析","09:09  ","年终奖,项目奖励,双休,发展空间大","岗位工作内容：","佛山-南海区-瀚天科技城A8楼504室","2018-08-13 14:18:44"
"字节跳动","高级产品经理-图片、人工智能","25k-45k","北京 ","经验3-5年","本科及以上","全职","产品设计 | 产品策划","2018-08-07  ","六险一金，弹性工作，免费三餐，扁平管理，职业大牛，团队氛围好",,"北京市-海淀区-双榆树-北京市海淀区北三环西路43号中航广场","2018-08-13 14:18:47"
"蛋壳物联","人工智能","12k-24k","深圳 ","经验1-3年","本科及以上","全职","人工智能 | 深度学习 | 算法","3天前  ","扁平管理,五险一金,出国旅游,户外活动多","熟练使用python，熟练 C/C++ 更佳","深圳-南山区-前海-南新路阳光科创中心A座713","2018-08-13 14:18:50"
"梅斯医学AI部门","人工智能","15k-20k","上海 ","经验1-3年","本科及以上","全职","人工智能 | 图像处理 | 医疗健康 | 大数据","11:49  ","人工智能,医疗项目","1 熟悉采用tensorflow解决实际问题，包括图像识别，文本识别。2 熟悉tensorflow相关接口，能够与java程序员对接。3 了解tensorflow需要的训练集，指导相关人员进行数据集的整理4 精通python语言，熟悉java语言5 对医疗项目有经验的优先","上海-徐汇区-宜山路425号光启城商务办公楼三层","2018-08-13 14:18:53"
"乐视","(高级)语音识别工程师-人...","15k-30k","北京 ","经验3-5年","本科及以上","全职","机器学习 | 语音识别 | 算法","3天前  ","人工智能方向，算法，语音识别","职位描述：","北京-朝阳区-朝阳公园-北京市朝阳区姚家园路105号乐视大厦✉","2018-08-13 14:18:56"
"捷通华声产品支持中心","人工智能训练师","7k-10k","北京 ","经验不限","本科及以上","全职","编辑","11:57  ","人工智能,半年调薪,项目奖金,五险一金","职位描述：","北京-海淀区-中关村软件园2A楼2101","2018-08-13 14:19:00"
"眸事网AI","人工智能训练师","6k-10k","上海 ","经验不限","学历不限","全职","企业服务 | 大数据","09:17  ","人工智能,智能营销,互联网","1.参与电销机器人知识库、对话库及语音库的建设与完善；2.负责知识的优化和运营工作，包括知识下线、修改及新增；3.负责构建和优化交互机器人知识库4.整理知识库内容，使公司产品更生动实用并贴合业务需求；5.了解机器人产品运作的逻辑，参与部分的逻辑建设工作。我们希望您：1、熟悉call center业务，对人工智能项目有一定的兴趣和热情2、有良好的语言文字处理能力和逻辑思维能力、能针对不同项目制定相应话术3、积极主动思考机器人知识库的内容（修改、新增）4、有客服话术培训相关工作经验","上海-虹口区-和平公园-四平路198号轻工国际大厦3楼","2018-08-13 14:19:03"
"尚德机构人工智能部","人工智能","30k-55k","北京 ","经验3-5年","本科及以上","全职","算法 | 数据挖掘","10:59  ","大空间,15薪,弹性打卡","岗位职责：","北京-朝阳区-来广营-朝来科技产业园创远路36号院5号楼一层","2018-08-13 14:19:09"
"竹间智能科技(上海)有限公司","人工智能训练师","10k-20k","上海 ","经验1-3年","本科及以上","全职","电商 | 媒体 | 运营","10:12  ","发展前景 新设职位 人工智能领域","1.负责机器人知识库、对话库及语音库的建设与完善；2.负责知识的优化和运营工作，包括知识下线、修改及新增；3.负责构建和优化垂直领域的交互机器人知识库。4.整理知识库内容，使公司产品更生动实用；5.了解机器人产品运作的逻辑，参与部分的逻辑建设工作。","上海-徐汇区-田林-宜山路700号B2幢20层","2018-08-13 14:19:13"
"成都聚思力信息技术有限公司ITO","AI人工智能","10k-20k","成都 ","经验1-3年","本科及以上","全职","算法 | 数据挖掘","3天前  ","转正机会,财富500"," ","成都-高新区-华阳-天府软件园A7","2018-08-13 14:19:16"
"苏宁易购人工智能研发中心","数据分析工程师-人工智能方向","15k-30k","北京 ","经验1-3年","本科及以上","全职","MySQL | 数据挖掘","09:10  ","500强,五险一金,能力提升快,团队氛围好","岗位描述：","北京-朝阳区-望京-望京东路8号锐创国际A座11层","2018-08-13 14:19:19"
"杰普科技","人工智能","12k-24k","南宁 ","经验3-5年","学历不限","全职","大数据 | 人工智能 | 机器学习 | 深度学习 | 数据挖掘","10:24  ","人工智能,机器学习,深度学习,文本识别","岗位职责：","南宁-青秀区-民族大道东段德瑞大厦9楼","2018-08-13 14:19:24"
"广东亿迅亿迅科技","人工智能工程师","15k-20k","广州 ","经验3-5年","学历不限","全职","人工智能","08:29  ","大数据平台,千万级用户","1. 研究机器学习、深度学习等领域的前沿技术并结合业务场景解决实际问题；2. 通过对数据的敏锐洞察，深入挖掘产品潜在价值和需求，进而提供更有价值的产品和服务；3. 通过技术创新推动产品成长，使技术成为项目组发展的核心驱动力；4. 负责算法在产品中的落地。","广州-天河区-天河区龙怡路117号银汇大厦27楼（华师地铁E出口）","2018-08-13 14:19:27"
"证通股份","人工智能训练师","15k-30k","上海 ","经验1-3年","本科及以上","全职","金融 | 数据分析","2018-08-07  ","公司氛围好","职责范围：    ","上海-浦东新区-金桥-新金桥路27号","2018-08-13 14:19:32"
"GeexFinanceAI Lab","大数据挖掘/人工智能/神经...","20k-40k","上海 ","经验1-3年","硕士及以上","全职","大数据 | 金融 | 数据挖掘","14:01  ","团建,大牛云集","工作职责： 1. 利用大数据挖掘与人工智能方法，从事信贷风控欺诈分析、信用风险分析等工作；","上海-杨浦区-淞沪路619号中航天盛大厦1701室","2018-08-13 14:19:48"
"GeexFinanceAI Lab","大数据挖掘/人工智能/神经...","20k-40k","上海 ","经验1-3年","硕士及以上","全职","大数据 | 金融 | 数据挖掘","14:01  ","团建,大牛云集","工作职责： 1. 利用大数据挖掘与人工智能方法，从事信贷风控欺诈分析、信用风险分析等工作；","上海-杨浦区-淞沪路619号中航天盛大厦1701室","2018-08-13 14:19:50"
"捷通华声产品支持中心","人工智能训练师","5k-8k","成都 ","经验不限","本科及以上","全职","编辑","11:51  ","人工智能,半年调薪,项目奖金,五险一金","职位描述：","成都-高新区-四川省成都市高新区天府大道中段530号东方希望天祥广场A座910室","2018-08-13 14:19:53"
"竹间智能科技(上海)有限公司","人工智能训练师","10k-20k","深圳 ","经验不限","本科及以上","全职","电商 | 金融 | 运营","10:12  ","人工智能,朝阳行业,团队优秀","职位描述：","深圳-南山区-深圳湾-深圳南山区高新南十道深圳湾科技生态园10栋A座1011室","2018-08-13 14:19:57"
"思迪股份人工智能研发部","Spark开发工程师-人工智能...","10k-20k","深圳 ","经验1-3年","本科及以上","全职","Spark","09:42  ","六险一金,弹性上班","工作职责：","深圳-南山区-深圳湾科技生态园9栋B4座14楼","2018-08-13 14:20:01"
"便利蜂技术研发","项目经理-人工智能方向","15k-25k","上海 ","经验3-5年","本科及以上","全职","项目管理","3天前  ","人工智能,福利多多,弹性工作,上升空间","岗位职责","上海-闵行区-申昆路1500号申虹国际大厦北楼7层717","2018-08-13 14:20:07"
"星舆科技","人工智能研究员","30k-60k","广州 ","经验不限","博士及以上","全职","大数据 | 地图 | 人工智能 | 深度学习 | 图像处理 | 算法","09:26  ","扁平化,行业前景佳,高速成长,科研氛围","岗位职责:","广州-天河区-员村-平云路广电科技大厦301自编5号","2018-08-13 14:20:12"
"郑州蓝之海集团","人工智能开发","4k-8k","郑州 ","经验1-3年","学历不限","全职","电商 | 人工智能","10:50  ","五险一金,旅游,美女多","岗位职责：","郑州-惠济区-河南省郑州市郑花路59号二十一世界广场4号楼","2018-08-13 14:20:18"
"云徙科技基础技术部","人工智能研究员","20k-30k","广州 ","经验3-5年","博士及以上","全职","人工智能 | 机器学习 | 深度学习 | 算法","3天前  ","快速发展,福利健全,周末双休,A轮融资","岗位职责：","广州-黄埔区-鱼珠-大沙地西鱼珠智谷创业园A102栋（锦田花园旁）地铁鱼珠站C出口","2018-08-13 14:20:21"
"追一科技","人工智能训练师","6k-12k","北京 ","经验1-3年","本科及以上","全职","金融 | 内容","3天前  ","人工智能,机器人训练","1.负责智能客服机器人知识库的设计与构建；2.负责智能客服机器人标注数据的优化；3.负责行业数据的积累及公司内部研发所需的数据支持。岗位要求：1.有知识库维护经验或客服经验，金融领域背景优先；2.汉语言文学/语言学及应用语言学，对语言文字处理有浓厚兴趣；3.具有良好的学习能力、沟通表达能力、理解能力和逻辑思维能力；4.接受出差安排；5.大学英语六级以上，会小语种者优先。","北京-朝阳区-双井-乐成中心A座","2018-08-13 14:20:24"
"搜狗桌面事业部","智能对话-算法研究员","20k-40k","杭州 ","经验1-3年","硕士及以上","全职","人工智能 | 机器学习 | 深度学习 | 算法","08:58  ","前沿技术方向、技术氛围浓厚","【项目介绍】","杭州-下沙-下沙-下沙科技城","2018-08-13 14:20:29"
"翼辉信息","人工智能系统工程师","15k-30k","北京 ","经验1-3年","本科及以上","全职","人工智能 | 架构师","3天前  ","超长年假,绩效奖金,节日福利,五险一金","岗位职责1. 参与设计与开发人工智产品，推进产品的实施和落地2. 负责人工智能平台系统底层技术以及周边技术的应用和研发3. 负责使用特定应用场景的深度学习模型进行嵌入式产品的开发和测试4. 参与 SylixOS 平台上深度学习应用方案设计任职资格1. 深度学习或计算机相关专业，本科以上学历，2 年以上工作经验2. 精通C/C++，熟悉常见数据结构和算法3. 有Linux、SylixOS系统或其他嵌入式系统开发经验者优先4. 有OpenCV、音视频相关应用经验者优先5. 熟悉相关深度学习框架如Tensorflow、Caffe等优先","北京-海淀区-翠湖科技园云中心12号楼","2018-08-13 14:20:32"
"网易人工智能事业部","智能硬件产品经理-人工智能","25k-40k","杭州 ","经验5-10年","本科及以上","全职","智能硬件 | 产品设计 | 智能硬件","3天前  ","行业前沿,创新产品,技术挑战大,发展空间大","岗位描述：","杭州-滨江区-长河-秋溢路606号","2018-08-13 14:20:35"
"尚德机构研发","人工智能","20k-40k","北京 ","经验5-10年","硕士及以上","全职","PHP | 算法","2018-08-08  ","弹性工时","工作职责","北京-朝阳区-望京-北京市朝阳区来广营中街甲1号创远路36号院4-6号楼","2018-08-13 14:20:42"
"苏宁易购人工智能研发中心","数据产品经理-人工智能方向","15k-30k","北京 ","经验1-3年","本科及以上","全职","数据分析 | 产品设计","09:10  ","500强,五险一金,晋升空间大,能力提升快","岗位描述：","北京-朝阳区-望京-望京东路8号锐创国际A座11层","2018-08-13 14:20:49"
"郑州蓝之海集团研发部","人工智能研发员","4k-8k","郑州 ","经验不限","学历不限","全职","旅游 | 人工智能","10:50  ","五险一金,旅游多多,美女多多,发展空间大","人工智能已经走进我们的生活，越来越多的工作都将被人工智能替代！未来50年将是人工智能的天下，来得有些突然，以至于目前国内大学还没有开设人工智能专业，这既是挑战，又是机遇。所有企业，几乎都想把握人工智能这个淘金的新“风口”，与如此火爆行业相对应的却是人才的严重匮乏，一名入门级的AI工程师月薪轻松就可以拿到15K，中、高级工程师，企业更是给出30万到150万的年薪；","郑州-二七区-大学路-河南省郑州市二七区","2018-08-13 14:21:08"
"搜狗搜索事业部","智能对话-算法研究员","20k-40k","北京 ","经验3-5年","本科及以上","全职","工具软件 | 算法","08:58  ","探索最前沿技术，技术积淀深厚","【项目介绍】 ","北京-海淀区-五道口-中关村东路一号院清华科技园搜狐网络大厦","2018-08-13 14:21:13"
"追一科技数据质量组","人工智能训练师 (MJ000063)","6k-12k","上海 ","经验不限","本科及以上","全职","金融 | 数据分析","3天前  ","AI风口,试用期全薪,成长空间,大牛分享","1.负责智能客服机器人知识库的设计与构建；2.负责智能客服机器人标注数据的优化；3.负责行业数据的积累及公司内部研发所需的数据支持。岗位要求：1.有知识库维护经验或客服经验，金融领域背景优先；2.汉语言文学/语言学及应用语言学，对语言文字处理有浓厚兴趣；2.具有良好的学习能力、沟通表达能力、理解能力和逻辑思维能力；5.接受出差安排；6.大学英语六级以上，会小语种者优先。","上海-长宁区-东方维京大厦","2018-08-13 14:21:17"
"网易人工智能事业部","资深/高级 iOS 开发工程师...","20k-40k","杭州 ","经验3-5年","本科及以上","全职","移动端 | Android | IOS","3天前  ","行业前沿,技术领先,空间大,年底奖金",,"杭州-滨江区-长河-秋溢路606号","2018-08-13 14:21:20"
"信用生活","人工智能与数据系统架构师","20k-40k","上海 ","经验5-10年","本科及以上","全职","大数据 | 金融 | 架构师","09:00  ","人工智能","【岗位职责】","上海-黄浦区-豫园-外滩金融中心","2018-08-13 14:21:26"
"广州笨笨技术研发","人工智能与机器人视觉算法...","10k-20k","广州 ","经验不限","本科及以上","全职","人工智能 | 计算机视觉 | 图像处理 | 模式识别","12:04  ","人工智能,机器视觉,3维重建,算法研究","岗位职责：","广州-天河区-石牌-龙口东路龙泽商业大厦19楼","2018-08-13 14:21:32"
"饿了么","营销算法专家-机器学习／人...","30k-40k","上海 ","经验3-5年","硕士及以上","全职","机器学习 | 人工智能 | 算法","2018-08-09  ","薪资福利佳,公司平台大,数据量大,核心部门","职位描述：","上海-普陀区-长征-金沙江路1518弄近铁城市广场4楼401室","2018-08-13 14:21:37"
"泰康在线互联网金融实验室","人工智能/机器学习专家","15k-25k","武汉 ","经验3-5年","硕士及以上","全职","金融 | 人工智能 | 机器学习 | 深度学习 | 模式识别","2018-07-25  ","研发氛围好,平台大,福利保障全,年终奖多","工作职责：","武汉-江岸区-竹叶山-建议大道738号淅商大厦36楼（三号线香港路站D出口）","2018-08-13 14:21:40"
"泰和盛创研发部","人工智能&算法经理","20k-40k","北京 ","经验3-5年","硕士及以上","全职","软件开发","2018-08-09  ","深度学习,人工智能","工作职责： ","北京-朝阳区-安慧桥-安定路1号国家奥体中心体育场西看台2层2369","2018-08-13 14:21:43"
"HoloMatic","人工智能工程师","15k-30k","北京 ","经验1年以下","本科及以上","全职","汽车 | 地图 | 人工智能 | 计算机视觉 | 图像处理 | 算法","10:08  ","14薪,福利多,弹性工作,扁平管理","岗位职责：","北京-朝阳区-顺白路12号比目鱼创业园B座301","2018-08-13 14:21:46"
"乐视","语音合成算法工程师 (TTS)...","15k-30k","北京 ","经验3-5年","本科及以上","全职","机器学习 | 语音识别 | 模式识别 | 算法","3天前  ","人工智能方向，算法，语音识别你","职位描述 1. 从事语音合成（TTS）技术文本分析的算法研究与引擎设计开发； 2. 或从事语音合成（TTS）技术信号处理的算法研究与引擎设计开发； 3.按照研究与项目计划，与项目组其他成员协同工作，在保证质量的前提下，完成研究开发任务。","北京-朝阳区-朝阳公园-北京市朝阳区姚家园路105号乐视大厦✉","2018-08-13 14:21:50"
"多益网络多益网络","人工智能及大数据研发工程师","12k-18k","广州 ","经验应届毕业生","本科及以上","全职","大数据 | 算法 | 数据挖掘 | 数据分析","2018-08-09  ","五险一金,公司食堂,电梯公寓","岗位职责：","广州-萝岗区-伴河路90号","2018-08-13 14:21:53"
"APUS Group大数据","大数据产品经理-人工智能","25k-40k","北京 ","经验3-5年","本科及以上","全职","大数据 | 数据","2018-08-06  ","五险一金,补充商业医,餐补房补,大牛云集","1、负责APUS人工智能在金融风控反欺诈，大数据推荐（电商、游戏等方向）以及AI助手等产品落地，包括：图像识别、音频识别、语义理解等技术在工具，服务等场景的结合及产品化；","北京-朝阳区-望京-望京SOHOT3","2018-08-13 14:21:56"
"万为智能产品部","人工智能-产品经理","6k-12k","长沙 ","经验5-10年","本科及以上","全职","项目管理","2018-08-09  ","带薪年假,五险一金,团队活动,期权激励","岗位职责：","长沙-岳麓区-麓谷-麓谷企业广场F1栋16楼","2018-08-13 14:21:59"
"富络斯科技技术部","人工智能工程师","15k-25k","苏州 ","经验3-5年","本科及以上","全职","人工智能 | 深度学习","2018-08-09  ","五险一金,节假日福利,免费早午餐","职位描述：1. 应用Deep Learning技术，针对语音、视频、图像、文本等富媒体数据进行建模分析，为相关产品提供智能化支持，推动业务发展 2. 负责Deep Learning领域前沿算法及框架跟踪，搭建面向企业级应用的大规模Deep Learning计算平台任职要求1. 正直诚信、有责任感、有激情； 2. 模式识别/人工智能/数学/计算机相关专业； 3. 熟悉各种深度神经网络模型，并掌握相关实现及优化方案； 4. 有Deep Learning实战经验，熟悉常用框架并对其中至少一种有深入理解，有多机多卡分布式集群开发部署经验者优先； 5. 具有较强编程能力，熟练使用至少一种脚本语言（python/shell等），有C++开发经验，熟悉linux开发环境，有MPI、CUDA经验更佳； 6. 对计算机视觉、语音识别、自然语言理解、问答系统、高性能计算中的至少一个领域有强烈兴趣； 7. 学习能力强，能独立分析并解决问题。","苏州-工业园区-湖东-苏州大道东333号移动综合大楼","2018-08-13 14:22:03"
"搜狗桌面事业部","智能对话-自然语言处理研究员","20k-40k","北京 ","经验3-5年","硕士及以上","全职","数据挖掘","08:58  ","前沿技术方向、技术氛围浓厚、成长空间大","【项目介绍】使用语音方式 跟手机、可穿戴设备、互联网汽车、智能家居及其他物联网设备 进行对话交互 是目前方兴未艾的一个领域，是搜狗和众多互联网巨头积极布局的AI方向。我们背靠搜狗输入法的海量数据、搜狗搜索的数据服务能力、搜狗语音交互技术中心的语音识别和生成技术，主力发展信息抽取、指代消歧、对话管理、语言生成等NLP技术，务求打造出业界最好的语音对话平台，让合作伙伴和一般用户都能感受到搜狗人工智能的魅力和能力。 【职位诱惑】前沿技术方向、技术氛围浓厚、成长空间巨大。【特别提示】搜狗欢迎专情的你，最多投递两个职位，请谨慎投递。【岗位职责】参与搜狗知音引擎的研发，研究范围包括但不限于下列课题：用户输入的改写、意图分类、专名识别, 指代消歧,对话管理,句子级别的embedding、语义相似度计算，自动问答，聊天机器人，知识挖掘、知识库构建等。","北京-海淀区-五道口-中关村东路一号院清华科技园搜狐网络大厦","2018-08-13 14:22:17"
"追一科技数据部","人工智能训练师","6k-12k","深圳 ","经验不限","本科及以上","全职","教育 | 大数据 | 数据分析","3天前  ","六险一金,试用期全薪,弹性工作,带薪年假","岗位职责：","深圳-南山区-讯美科技广场1号楼10CD","2018-08-13 14:22:20"
"平安科技","人工智能工程开发工程师（...","15k-30k","上海 ","经验不限","本科及以上","全职","人工智能 | 算法","10:23  ","世界50强,带薪年假,节日福利,绩效丰厚",,"上海-浦东新区-东外滩-崂山路316号","2018-08-13 14:22:23"
"顺丰同城科技研发中心","人工智能 / 机器学习算法...","20k-40k","北京 ","经验1-3年","本科及以上","全职","物流 | 算法 | 数据挖掘","2018-08-09  ","互联网背景,工作环境好,七险一金,年轻化团队","工作职责：","北京-海淀区-学清路学清嘉创大厦A座1501","2018-08-13 14:22:27"
"MT科技","人工智能与机器学习工程师","15k-30k","北京 ","经验3-5年","本科及以上","全职","人工智能 | 机器学习","2018-08-06  ","人工智能","工作职责：","北京-朝阳区-富顿中心","2018-08-13 14:22:29"
"银川鲁林芸皓科技研发部","人工智能工程师","6k-7k","银川 ","经验1-3年","本科及以上","全职","硬件制造 | 人工智能 | 算法","2018-08-04  ","氛围好",,"银川-西夏区-朔方路801软件园","2018-08-13 14:22:33"
"顺丰科技有限公司大数据算法与策略部","人工智能与机器学习工程师","20k-40k","北京 ","经验3-5年","硕士及以上","全职","算法 | 数据挖掘 | 数据分析","2018-07-30  ","弹性工作,五险一金,上市公司","工作职责：","北京-海淀区-学院路-嘉创大厦","2018-08-13 14:22:37"
"翼辉信息研发中心","人工智能工程师","15k-20k","北京 ","经验不限","本科及以上","全职","人工智能 | 机器学习 | 深度学习 | 算法","3天前  ","高新技术,军工行业,操作系统,技术型企业","岗位职责：1.负责深度学习算法研究；2.行业场景下深度学习算法设计和调优；3. 负责SylixOS平台上深度学习应用方案设计；","北京-海淀区-翠湖科技园云中心12号楼","2018-08-13 14:22:41"
"星舆科技","人工智能研究员","35k-70k","广州 ","经验1-3年","博士及以上","全职","旅游 | 软件开发","09:26  ","行业前景好","人工智能研究员","广州-天河区-平云路广电科技大厦301自编5号","2018-08-13 14:22:48"
"雅捷新技术产品中心","大数据及人工智能","15k-25k","上海 ","经验3-5年","硕士及以上","全职","数据挖掘","2018-08-02  ","股票期权","职位职责：","上海-闵行区-申虹路683号1号楼601室","2018-08-13 14:22:52"
"泛微研发中心","人工智能开发","20k-40k","上海 ","经验3-5年","本科及以上","全职","大数据 | 人工智能 | 机器学习 | 算法","3天前  ","人工智能,自然语言,深度学习,pytho","职责描述：1、利用相关技术和算法，提供文本分析相关的基础方案与服务； 2、针对海量文本内容进行中文分词、语义识别、自动聚类等文本挖掘工作； 3、负责搭建相关的机器学习 & 大数据计算平台；4、负责数据和业务的紧密集合。任职要求：1、3年以上相关经验，计算机、数学及相关专业本科以上学历，机器学习、自然语言处理、用户画像等算法研究方向优先； 2、了解自然语言处理基础理论和方法，了解中文分词、语义分析、文本聚类、实体识别等基础算法和应用； 3、至少熟练掌握一种编程语言JAVA/python/c/c++，有linux环境开发经验； 4、有Hadoop、spark等分布式平台建模或算法开发经验优先； 5、有深度学习研究与应用经验优先。","上海-闵行区-浦江-联航路1188弄浦江智谷33号楼","2018-08-13 14:22:56"
"智加科技技术部","算法工程师-人工智能/自动...","30k-50k","北京 ","经验3-5年","博士及以上","全职","汽车 | C++","2018-08-02  ","算法,团队牛,博士,成长快","负责基于Deep Learning的感知, 定位, 控制等算法的研究, 原型开发, 验证和迭代","北京-海淀区-中关村软件园一期","2018-08-13 14:22:59"
"沪江智能学习实验室（HILL）","人工智能开发工程师 (MJ00...","25k-50k","上海 ","经验1-3年","本科及以上","全职","人工智能 | 机器学习 | 深度学习 | NLP","3天前  ","免费零食 技术大牛 上市前夜",,"上海-浦东新区-张江-浦东软件园博云路2号浦软大厦6-8楼","2018-08-13 14:23:03"
"华为","人工智能/算法/-工程师","30k-60k","深圳 ","经验不限","本科及以上","全职","人工智能 | 深度学习","2018-08-08  ","有理想,有面包,大牛团,有期权","1、匹配业务场景，使用机器学习、文本挖掘等技术，进行算法建模，对业务数据进行分析、算法设计及验证； ","深圳-龙岗区-天安云谷大厦","2018-08-13 14:23:06"
"柏视医疗研发部","人工智能研发工程师","20k-40k","广州 ","经验1-3年","硕士及以上","全职","大数据 | 人工智能 | 机器学习 | 图像处理 | 模式识别","10:42  ","顶级团队,业界大牛,扁平化管理,高成长","岗位职责：","广州-海珠区-新港西路135号中大科技园B座1111","2018-08-13 14:23:09"
"搜狗","智能对话-高级C++开发工程...","25k-35k","北京 ","经验3-5年","硕士及以上","全职","C++ | Java | 算法","08:58  ","前沿技术方向、技术氛围浓厚、成长空间大","【项目介绍】","北京-海淀区-五道口-中关村东路一号院清华科技园搜狐网络大厦","2018-08-13 14:23:25"
"顺丰同城科技","人工智能/ 机器学习算法工...","20k-40k","北京 ","经验1-3年","本科及以上","全职","数据挖掘 | 算法 | 物流","2018-08-08  ","互联网背景,工作环境好,七险一金,年轻化团队","岗位职责","北京-海淀区-学清路学清嘉创大厦A座1501","2018-08-13 14:23:29"
"沪江","人工智能专家","90k-100k","上海 ","经验5-10年","本科及以上","全职","教育 | 大数据 | 人工智能 | 机器学习 | 深度学习 | NLP","2018-08-09  ","人工智能 弹性办公 上市前夜","工作职责：","上海-浦东新区-张江-浦东软件园博云路2号浦软大厦6-8楼","2018-08-13 14:23:33"
"以太创服fa","行业分析师-人工智能方向","10k-20k","北京 ","经验1-3年","本科及以上","全职","分析师","11:56  ","核心团队,业内精英","职位描述：","北京-朝阳区-大望路-万达广场10号楼2506","2018-08-13 14:23:37"
"智加科技市场传播","公关实习生-人工智能/自动...","3k-4k","北京 ","经验应届毕业生","本科及以上","实习","公关（PR）","2018-08-02  ","资深指导,薪酬优势,提升锻炼,科技前沿","工作职责： ","北京-海淀区-中关村软件园一期","2018-08-13 14:23:40"
"捷通华声广州分公司","人工智能训练师","7k-10k","广州 ","经验不限","本科及以上","全职","编辑","09:48  ","五险一金,绩效奖金,报销津贴,项目奖金","职位描述：","广州-天河区-广东省广州市高唐软件园高普路138号京华信息大楼中座二层","2018-08-13 14:23:43"
