"招聘单位","招聘岗位","薪资区间","工作地点","工作经验","学历要求","岗位属性","类别","发布时间","职位诱惑","职位描述","工作地址","爬取时间"
"北风网部","人工智能技术顾问","10k-15k","上海 ","经验1-3年","大专及以上","全职","直播 | 人工智能 | 机器学习 | 深度学习 | 算法","11:02  ","陆家嘴,近地铁,氛围好","岗位职责：","上海-浦东新区-洋泾-世纪大道1500号东方大厦4楼（近向城路）","2018-08-13 14:28:56"
"翼辉信息","人工智能算法工程师","15k-25k","北京 ","经验1-3年","本科及以上","全职","人工智能 | 算法","3天前  ","五险一金,超长年假,员工团建,节日礼品","岗位职责1. 负责深度学习、机器学习算法研究2. 负责特定应用场景下机器学习的模型搭建或模型调优3. 参与构建与推进相关应用场景下机器学习平台的持续演进和落地4. 参与 SylixOS 平台上深度学习应用方案设计任职资格1. 深度学习或计算机相关专业，本科以上学历，2 年以上工作经验2. 有深度学习CNN，RNN 等神经网络相关经验者优先3. 熟悉Python或C++开发4. 熟悉相关深度学习框架如Tensorflow、Caffe等优先5. 有相关场景算法（如人脸识别、目标检测、智能语音交互）的研究与优化经验者优先","北京-海淀区-翠湖科技园云中心12号楼","2018-08-13 14:28:59"
"生命奇点IT研发中心","人工智能算法工程师","30k-60k","北京 ","经验3-5年","本科及以上","全职","NLP | 数据挖掘","11:53  ","高端团队,投资风口,快速上升,资金充足","职位描述：1）负责精准医疗核心算法研究和开发；2）对非结构化的临床信息做标准化、归一化整合，提取有用信息，做结构化处理；3）对临床和基因组学数据做分析挖掘，找到有效模式，推荐最优治疗方案，预测病人未来状况。职位要求：1) 具备以下背景之一：统计学、数据挖掘、机器学习、深度学习相关的知识：LR、GBDT、Parameter Server, SVM, LearningToRank, NN, Deep Learning, Image Classification，etc","北京市-海淀区-中关村-北四环西路65号海淀新技术大厦1036","2018-08-13 14:29:02"
"北京八维研修学院大数据学院-人工智能系","人工智能讲师","15K-30K","北京 ","经验3-5年","本科及以上","全职","大数据 | 人工智能 | 机器学习","08:50  ","稳定平台,丰厚薪酬,优秀团队,成就感","岗位职责：","北京-海淀区-上地-上地软件园南路57号","2018-08-13 14:29:05"
"homi研发部","人工智能算法工程师","15k-30k","北京 ","经验1-3年","硕士及以上","全职","机器学习 | 人工智能 | 深度学习 | 建模","2018-08-07  ","弹性工作制,地铁沿线,股票期权,大咖云集","岗位职责：","北京-朝阳区-酒仙桥-酒仙桥北广集团南楼5层529","2018-08-13 14:29:20"
"搜狗","智能语音-自然语言处理研究员","20k-40k","北京 ","经验1-3年","硕士及以上","全职","工具软件 | NLP | 算法 | 数据挖掘","08:58  ","公司战略重点项目，丰富的大数据","岗位说明:","北京-海淀区-中关村-中关村东路1号院清华科技园8号楼启迪科技大厦D座22层","2018-08-13 14:29:24"
"网易","资深/高级JAVA开发工程师-...","15k-30k","杭州 ","经验3-5年","本科及以上","全职","后端 | 服务器端 | 分布式","3天前  ","网易,人工智能,前沿领域,专业团队","职位描述：","杭州-滨江区-长河-网商路599号","2018-08-13 14:29:28"
"杭州智团","人工智能开发工程师","15k-30k","杭州 ","经验应届毕业生","硕士及以上","全职","软件开发 | ERP","3天前  ","发展前景好,智慧医疗","岗位职责：","杭州-滨江区-长河-建业路511号华创大厦909","2018-08-13 14:29:32"
"广州棒谷科技股份有限公司大数据人工智能研发中心","人工智能产品经理","10k-20k","广州 ","经验1-3年","本科及以上","全职","广告 | 数据 | 大数据","3天前  ","大型电商,海量数据,双休","岗位职责","广州-白云区-白云大道-景泰街机场东门路01号豪泉大厦2楼大厅","2018-08-13 14:29:43"
"美团点评美团外卖","美团外卖-产品经理-智能助...","20k-40k","北京 ","经验3-5年","本科及以上","全职","产品设计","2018-08-08  ","大平台,核心业务,六险一金","岗位职责:1、负责公司AI产品相关产品设计，包括需求分析、产品规划和设计、资源协调和项目管理推进，持续优化及改进产品；2、负责跟进业务反馈及数据分析总结，发现问题，并改进和创新，制定实施计划；3、负责产品市场调研、国内外竞品跟踪以及用户研究等工作，关注AI行业动态、互联网相关竞品。任职要求:1、本科及以上学历，三年及以上相关产品工作经验(有AI工作经验优先)；2、对无线端产品的设计有自己的方法论，对产品的交互、视觉有很强的把控能力；3、优秀的逻辑思维和学习能力，对策略模型，数据挖掘有一定的sense；4、高度的责任感和自驱主动意识，良好的沟通能力与团队协作能力；5、对AI相关的产品和业务有自己的思考和一定的洞察力，深入理解人工智能及搜索、推荐等相关技术。","上海市-长宁区-中山公园-望京东路科创大厦","2018-08-13 14:29:46"
"大宇无限研发部","人工智能专家","50k-100k","深圳 ","经验5-10年","硕士及以上","全职","广告营销 | 视频 | 算法 | 数据挖掘","2018-07-31  ","工程师文化,高期权回报,业务发展快,公司氛围好","工作职责：","深圳-南山区-科技园比克科技大厦","2018-08-13 14:29:49"
"平安科技","人工智能工程开发工程师（...","15k-30k","深圳 ","经验不限","本科及以上","全职","人工智能 | 算法","10:23  ","世界50强,带薪年假,节日福利,绩效丰厚",,"深圳-福田区-八卦岭八卦三路平安大厦","2018-08-13 14:29:52"
"衡道医学数字产品部","人工智能研发工程师","15k-30k","上海 ","经验1-3年","本科及以上","全职","算法 | 数据挖掘 | 数据分析","2018-08-09  ","高年薪,百度研究院,前沿领域,人工智能","岗位职责：","上海-徐汇区-交通大学-均瑶国际广场","2018-08-13 14:29:55"
"上海知墨研发部","人工智能开发工程师-AI","20k-40k","上海 ","经验3-5年","博士及以上","全职","教育 | 软件开发","2018-08-07  ","弹性工作,技术氛围,在线教育,薪酬福利","岗位职责：","上海-徐汇区-沪闵路9505号","2018-08-13 14:29:58"
"蒙特卡洛人工智能部","人工智能高级软件工程师","30k-40k","北京 ","经验3-5年","本科及以上","全职","人工智能 | 算法","09:52  ","五险一金,年底双薪","职责:","北京-昌平区-回龙观-回龙观镇龙域北街8号院金域国际B座","2018-08-13 14:30:02"
"纳斯威尔信息","人工智能研发工程师","13k-25k","广州 ","经验3-5年","本科及以上","全职","软件开发","2018-08-06  ","办公环境优,发展空间大,薪酬福利高,团队融洽","工作职责:","广州-越秀区-水荫-水荫路119号","2018-08-13 14:30:05"
"滴滴出行大数据&滴滴研究院","算法工程师--智能调度","25k-50k","北京 ","经验不限","本科及以上","全职","算法 | 数据挖掘","2018-08-09  ","平台好","岗位职责：","北京市-海淀区-西北旺-北京市海淀区东北旺西路8号院尚东数字山谷B区1号楼","2018-08-13 14:30:10"
"北京深度奇点研发部","人工智能高级研发程师","25k-50k","北京 ","经验3-5年","硕士及以上","全职","人工智能","2018-07-17  ","主攻方向研发AI核心技术产品"," ","-知春路盈都大厦C座2单元5B","2018-08-13 14:31:14"
"网易雷火游戏部","人工智能实习生","6k-8k","杭州 ","经验不限","本科及以上","实习","游戏 | 人工智能","3天前  ","团队氛围好,成长迅速"," ","杭州市市市-滨江区-长河-网易(杭州)网络有限公司","2018-08-13 14:31:30"
"鲁班嫡系机器人自动化","人工智能工程师（高级）","15k-30k","深圳 ","经验1-3年","本科及以上","全职","人工智能 | 机器学习 | 深度学习 | 算法","10:40  ","周末双休,五险一金,带薪年假,扁平管理","职位要求：","深圳-龙岗区-横岗-横岗街道六约金塘工业区勤富路28号柏怡科技园A栋5F","2018-08-13 14:31:33"
"联想集团","人工智能算法工程师","15k-30k","北京 ","经验1-3年","本科及以上","全职","NLP | 人工智能","3天前  ","六险二金,弹性工作制","工作内容：","北京-海淀区-西二旗-上地西路6号（近地铁西二旗站）","2018-08-13 14:31:39"
"奇虎360金融","人工智能产品经理","15k-30k","北京 ","经验3-5年","本科及以上","全职","大数据 | 金融 | 金融","2018-08-09  ","发展空间极大、团队很优秀","岗位职责1、推动现有人工智能技术在各产品线业务中落地2、根据现有业务数据，用AI优化现有产品流程的各个环节3、分析业务数据，处理各产品线的算法应用上的反馈","北京-朝阳区-酒仙桥-酒仙桥6号院360大厦","2018-08-13 14:31:43"
"四维图新自动驾驶","智能算法工程师/高级算法...","16k-25k","北京 ","经验1-3年","本科及以上","全职","人工智能 | 机器学习 | 计算机视觉 | 图像处理","10:23  ","核心部门核心岗位；技术大牛带领","岗位职责：","北京-海淀区-西北旺-四维图新大厦","2018-08-13 14:31:46"
"腾飞讯","人工智能算法","25K-29K","北京 ","经验3-5年","本科及以上","全职","软件开发","2018-07-24  ","研发团队大牛来自谷歌，AMD，英伟达等","·3年以上的AI框架，算法研发经验（C＋＋，C或Python），对AI框架进行改进，优化尤为合适。 ","北京-朝阳区-朝外-中关村或知春路","2018-08-13 14:31:49"
"影谱科技创新研发中心","人工智能高级工程师","30k-50k","北京 ","经验3-5年","本科及以上","全职","人工智能 | 深度学习 | 算法","2018-07-23  ","上市公司,技术大牛,全额社保,各种补助","岗位职责：","北京-东城区-东直门-东直门天恒大厦22层","2018-08-13 14:31:53"
"车势科技技术部","人工智能算法工程师","20k-30k","北京 ","经验3-5年","硕士及以上","全职","人工智能 | 算法","10:01  ","工作居住证,环境好,国际化","岗位职责","北京-朝阳区-京广桥-东大桥路SOHO尚都北塔B座1808","2018-08-13 14:31:57"
"小艾帮帮研发","人工智能实习生","2k-4k","杭州 ","经验应届毕业生","本科及以上","实习","软件开发 | 企业软件 | SAAS | 云计算","2018-08-09  ","实际项目,导师1对1,2天以上出","职责描述：","杭州-余杭区-中国人工智能（杭州）小镇9号楼501-508","2018-08-13 14:32:00"
"小库科技","人工智能科学家","60k-100k","深圳 ","经验不限","博士及以上","全职","人工智能 | 机器学习 | 深度学习","2018-08-06  ","海归精英多,期权激励","人工智能科学家 AI Scientist","深圳-南山区-西丽-打石二路万科云设计公社","2018-08-13 14:32:04"
"智付集团","人工智能高级工程师","20k-40k","深圳 ","经验3-5年","本科及以上","全职","人工智能","2018-08-07  ","博士导师","职位描述：","深圳-福田区-皇岗-大中华国际交易广场","2018-08-13 14:32:07"
"Using.ai研发部","人工智能研发工程师","9k-18k","深圳 ","经验不限","本科及以上","全职","人工智能 | 机器学习 | 深度学习 | 计算机视觉","2018-07-17  ","长期招聘","研发机器学习算法及相关系统用于解决行业的问题（如：图像识别、文本挖掘）","深圳-南山区-深圳湾-科技园科苑大道","2018-08-13 14:32:10"
"新东方","人工智能实习生","4k-8k","北京 ","经验应届毕业生","硕士及以上","全职","人工智能 | NLP | 语音识别 | 教育","2018-07-30  ","大平台,福利好","职位职责： ","北京-朝阳区-海淀区中关村大街18号中关村科贸大厦B座10层","2018-08-13 14:32:14"
"同为数码研发中心","人工智能资深工程师","30k-60k","深圳 ","经验3-5年","硕士及以上","全职","人工智能 | 图像处理 | 算法","2018-08-08  ","人工智能,上市公司","岗位职责：1.负责安防视频数据分析如人脸识别、车辆识别及视频结构化别等相关人工智能项目的系统框架设计及搭建，并输出优质的文档。2.带领小组成员进行人工智能算法、底层算法库的研发实现。任职要求：1.计算机、信息技术和数学类相关专业，硕士以上学历，博士优先。2. 3年以上工作经验，具有熟练的英文阅读能力。3.具有丰富C/C++编程经验，具有Matlab编程经验，有Python编程开发经验。有嵌入式系统开软件开发经验的优先。4.精通机器学习常用算法，有深度学习模型开发经验，如CNN，DNN，LSTM等5.熟悉2个以上的开源软件，如Caffe，TensorFlow等，并有一定的项目开发经验。6.具有团队领导能力，能带领一个小团队独立完成项目7.优秀的团队合作精神。","深圳-南山区-深圳湾科技生态园二区九栋B座","2018-08-13 14:32:19"
"和缓医疗","人工智能实习生","5k-8k","北京 ","经验应届毕业生","本科及以上","实习","医疗健康 | 移动互联网 | 数据挖掘 | 算法 | 机器学习 | 人工智能","2018-07-17  ","发展空间大,环境好,领导好,福利好","岗位职责：","北京-东城区-东直门-来福士","2018-08-13 14:32:23"
"网易人工智能事业部","APP产品经理-人工智能事业部","15k-30k","杭州 ","经验3-5年","本科及以上","全职","社交 | 产品设计","3天前  ","棒,棒,棒,棒","岗位描述：1.主导一款AI资讯阅读APP的规划，设计、改进与迭代工作，对数据指标及用户体验负责；2.挖掘用户需求，编写PRD，推进设计研发团队的项目协作，保障产品顺利上线；3.参与行业研究，需求调研及用户反馈分析等工作；","杭州市市市-滨江区-长河-秋溢路606号","2018-08-13 14:32:37"
"联想集团AI lab","人工智能平台研究员","25k-50k","北京 ","经验3-5年","硕士及以上","全职","大数据 | 人工智能","3天前  ","技术大牛,免费午餐,技术前言,补充保险","Position Description:","北京-海淀区-西二旗-联想集团联想研究院","2018-08-13 14:32:40"
"影子控股","人工智能产品经理","17k-34k","广州 ","经验3-5年","本科及以上","全职","人工智能","10:20  ","高薪,五险一金,带薪年假,发展空间大","职位描述：","广州-天河区-粤垦路607号力达广场A2座5、6、17、23、24层","2018-08-13 14:32:45"
"蒙特卡洛人工智能部","人工智能算法研究员","50k-70k","北京 ","经验1-3年","硕士及以上","全职","人工智能 | 机器学习 | 深度学习 | 算法","09:52  ","年底双薪,五险一金","职责:","北京-昌平区-回龙观-回龙观镇龙域北街8号院金域国际B座","2018-08-13 14:32:48"
"传智播客","人工智能课程研究员(J11075)","30k-40k","北京 ","经验3-5年","本科及以上","全职","人工智能 | 机器学习 | 深度学习 | 算法","2018-08-03  ","五险一金,交通补助,餐饮补助,节日福利","工作职责:1、从事深度学习、智能决策技术等领域的机器学习算法研发；2、有人工智能和互联网大数据领域相关工作经验；3、能跟踪该领域的技术前沿，定期做该领域的前沿学术报告；4、参与项目技术攻关，促进技术疑难问题的解决；5、结合应用场景, 综合考虑业务/数据/算法等因素,持续改进和优化产品性能；6、 负责设计人工智能项目课程研发工作；7、负责日常领导安排的其他工作。","北京-昌平区-建材城西路金燕龙科研楼7层","2018-08-13 14:32:53"
"一起科技技术","机器学习/人工智能方向实习生","5k-9k","北京 ","经验不限","本科及以上","实习","人工智能 | 机器学习","1天前  ","行业独角兽,核心项目,大牛云集,上升空间大",,"北京-朝阳区-望京-望京绿地中心B座16层","2018-08-13 14:32:59"
"Xmov","人工智能产品经理","20k-30k","上海 ","经验5-10年","本科及以上","全职","产品设计 | 用户研究 | 需求分析","2018-07-16  ","明星团队,顶级科学家,顶级风投,期权丰厚","职责描述：","上海-徐汇区-漕河泾-宜山路700号普天信息产业园B2楼902","2018-08-13 14:33:02"
"UCloudUCloud事业部","人工智能平台开发工程师","20k-40k","上海 ","经验3-5年","本科及以上","全职","C++","11:21  ","六险一金,领导好,独角兽公司,弹性工作","工作职责：","上海-杨浦区-上海市杨浦区隆昌路619号10号楼B座","2018-08-13 14:33:05"
"百度智能云技术三部","智能云技术三部_云与人工...","15k-30k","北京 ","经验不限","本科及以上","全职","云计算 | 大数据 | 运维 | Openstack","2018-07-18  ","平台大,机会多","工作职责：","北京-海淀区-马连洼-百度科技园","2018-08-13 14:33:08"
"北冥星眸研究部","AI研究员（人工智能）","15k-30k","杭州 ","经验不限","硕士及以上","全职","软件开发","2018-07-30  ","AI,人工智能,前沿科技,研究","加入我们你需要负责：","杭州-滨江区-滨安路650号ix-work","2018-08-13 14:33:11"
"太平金科应用系统四部","人工智能算法工程师","10k-20k","上海 ","经验1-3年","本科及以上","全职","大数据 | 人工智能 | 机器学习 | 架构师","2018-08-08  ","带薪年假,试用期全薪,免费班车,节日福利","岗位职责：1. 负责或参与太平人工智能平台建设，确保该项目按时、高质量交付； 2. 负责或参与联合创新实验室相关工作，确保AI技术成果在保险各业务条线的应用落地； 3. 掌握大数据、人工智能等关键技术和关键应用； 4. 辅导初级技术人员。","上海-浦东新区-唐镇-卡园三路58号","2018-08-13 14:33:14"
"零零无限研发部","人工智能算法工程师","20k-40k","北京 ","经验1-3年","本科及以上","全职","人工智能 | 机器学习 | 深度学习 | 算法","3天前  ","优秀团队,发展空间大,无人机","工作职责：  该职位属于人工智能算法团队，致力于视觉相关的人工智能产品研发，以及与无人机技术的深度融合。  1、负责人工智能算法相关的技术难点攻关与前瞻预研；并与其他感知控制系统融合，形成无人机全新应用场景的解决方案。 2、算法研究包括：目标检测，人脸/人体识别及跟踪，强化学习及其他人工智能算法等。  岗位要求:  1、本科或以上学历，2年以上人工智能相关工作经验；","北京-朝阳区-CBD-海航实业大厦9层氪空间","2018-08-13 14:33:18"
"京东集团平台创新研究部","智能耳机资深产品经理","15k-25k","北京 ","经验5-10年","本科及以上","全职","智能硬件 | 产品设计 | 智能硬件","3天前  ","工作环境好,福利待遇高,发展前景好","【工作职责】","北京-朝阳区-大屯-北辰西路8号北辰世纪中心A座","2018-08-13 14:33:21"
"小米小爱","算法/研发工程师-小爱智能...","20k-40k","北京 ","经验1-3年","本科及以上","全职","NLP | 算法 | 搜索 | 数据挖掘","2018-07-23  ","大牛云集,弹性工作,六险一金","岗位职责：","北京-海淀区--清河","2018-08-13 14:33:24"
"星舆科技","人工智能芯片设计工程师","15k-30k","广州 ","经验3-5年","本科及以上","全职","硬件制造 | FPGA | 硬件开发","09:26  ","五险一金,行业领先,各种补贴,股票期权","工作描述：","广州-天河区-平云路广电科技大厦301自编5号","2018-08-13 14:33:27"
"慧闻科技","人工智能算法工程师","25k-50k","北京 ","经验1-3年","硕士及以上","全职","人工智能 | 机器学习 | 深度学习 | 算法","3天前  ","人工智能,算法,深度学习,机器人","岗位职责：","北京-西城区-展览路-西直门外大街辛137号宝蓝金融创新中心B厅二层203","2018-08-13 14:33:43"
"逸途科技研发部","初级人工智能算法工程师","15k-20k","北京 ","经验不限","本科及以上","全职","数据挖掘 | 数据分析","3天前  ","免费水果,五险一金,健身体检,定期团建","岗位职责：","北京-朝阳区-酒仙桥-酒仙桥路4号宏源大厦","2018-08-13 14:33:46"
"麦子科技人工智能开发部","算法工程师（人工智能）","20k-25k","上海 ","经验1-3年","本科及以上","全职","算法 | 数据挖掘","3天前  ","五险一金,年底双薪,加班补贴,成长空间","岗位职责：","上海-浦东新区-张江-纳贤路800号217","2018-08-13 14:33:52"
"名策数据技术部","人工智能算法工程师","30k-50k","北京 ","经验不限","硕士及以上","全职","大数据 | 人工智能 | 机器学习 | 深度学习 | 算法","09:45  ","激情创业,奖金丰厚,五险一金","职责描述：","北京-朝阳区-大望路-光华路81号华贸写字楼1座","2018-08-13 14:33:55"
"证通股份","智能语音训练师","1k-2k","上海 ","经验应届毕业生","本科及以上","实习","大数据","2018-08-09  ","团队氛围好,工作有挑战","岗位职责：1、负责智能客服机器人知识库的设计与构建；2、负责智能客服机器人知识库的优化；3、负责行业数据的积累及内部研发所需的数据支持。岗位要求：1、毕业院校不限，金融、经济类专业优先，学历本科及以上；2、工作经历：有人工智能行业相关工作经验者优先；有金融业电话客服工作经验者优先。3、具备举一反三的能力、解决问题的能力；爱学习，有责任心；逻辑思维能力强； 对文字比较敏感。4、每周实习时间保证至少三天。","上海-浦东新区-金桥-新金桥路27号","2018-08-13 14:33:59"
"寻宝天行技术","人工智能算法工程师","20k-40k","北京 ","经验5-10年","本科及以上","全职","人工智能 | 机器学习 | 深度学习 | 算法","2018-07-16  ","六险一金,年底奖金,带薪年假,背景强大","一，职责描述","北京-朝阳区-北苑-北苑路86号","2018-08-13 14:34:03"
"联想集团LCIG 1","智能边缘计算高级研究员","20k-40k","北京 ","经验不限","硕士及以上","全职","算法 | Redis | Hadoop","09:33  ","五险一金,福利待遇好,发展前景好,周末双休","智能边缘计算高级研究员（band8）","北京-海淀区-西二旗-联想集团联想研究院","2018-08-13 14:34:08"
"信数金服决策引擎咨询部","高级咨询顾问（人工智能方向）","15k-30k","上海 ","经验1-3年","本科及以上","全职","银行 | 技术支持","09:37  ","公司氛围好,期权激励,行业前景好","工作职责：","上海-杨浦区-周家嘴路-昆明路739号文通大厦","2018-08-13 14:34:11"
"上汽通用汽车有限公司","人工智能开发应用工程师-上海","10k-15k","上海 ","经验3-5年","本科及以上","全职","人工智能","13:20  ","职业发展","工作职责:职责概述：负责智能驾驶人工智能系统的设计开发，实现Lv4-5无人驾驶。职责描述1. 负责人工智能应用软件的需求分析，设计，开发测试，部署，及维护。2. 负责软件系统界面设计、功能模块开发等。3. 负责软件系统核心功能模块进行调试、测试、文档撰写及新技术调研。4. 针对汽车使用场景需求，基于当前人工智能技术，寻求优化方案并改善用户体验。5. 根据汽车场景应用需求，开发并维护人工智能技术支撑平台及工具。任职资格:任职资格：1. 教育背景：全日制大学本科及以上学历，电子或汽车相关背景。2. 工作经验：具备人工智能领域开发工作经验。3. 知识技能：熟悉机器学习（Machine Learning），强化学习（Reinforcement Learning）4. 专业工具：熟悉Matlab，C等软件的应用，5. 素质能力：良好的沟通能力，压力承受能力，具备较强的创新能力，英语CET-6。","上海-浦东新区-巨峰路金穗路","2018-08-13 14:34:18"
"动脑科技","人工智能工程师讲师","10k-15k","长沙 ","经验1-3年","本科及以上","全职","教育","2018-08-07  ","五险一金,不加班,工作轻松,福利好","职位描述：","长沙-岳麓区-麓谷企业广场","2018-08-13 14:34:22"
"顺丰科技有限公司","机器学习与人工智能高级工...","20k-40k","深圳 ","经验5-10年","本科及以上","全职","人工智能 | 机器学习","09:50  ","互联网 集团公司 高薪","岗位职责：","深圳-南山区-南油-软件基地（滨海之窗附近）","2018-08-13 14:34:25"
"海知智能","人工智能对话产品经理","15k-30k","北京 ","经验不限","本科及以上","全职","游戏 | 游戏","3天前  ","人工智能,语音交互,数据驱动","人工智能对话产品经理（社招+校招；base：北京+上海）","北京-海淀区-北四环西路67号中关村国际创新大厦","2018-08-13 14:34:30"
"贝壳","智能监控算法工程师","25k-50k","北京 ","经验1-3年","本科及以上","全职","算法","09:24  ","15薪,大平台,三餐免费,健身房","工作职责:负责运维相关业务核心产品的机器学习和数据分析模型/策略/算法的设计负责利用历史数据通过模型预测未来趋势，及特征工程方向的深入研究负责从运维大数据中抽取关键信息，并为大规模复杂集群故障智能定位、决策提供数据支撑关注机器学习、数据挖掘、人工智能等方向前沿研究，并能将具体场景建模后与之结合快速工程化并落地任职资格:良好的计算机基础和算法设计和实现能力深刻理解机器学习和数据分析模型，并有实际的应用经验计算机、自动化、物理、数学等相关专业本科及以上学历","北京-海淀区-上地-开拓路11号福道大厦","2018-08-13 14:34:35"
"影子控股","人工智能产品经理","17k-34k","广州 ","经验3-5年","本科及以上","全职","人工智能","10:20  ","高薪,五险一金,带薪年假,发展空间大","职位描述：","广州-天河区-粤垦路607号力达广场A2座5、6、17、23、24层","2018-08-13 14:34:42"
"智慧芽商业职能部（BI）","销售绩效推动/激励（大数据...","10k-18k","上海 ","经验1-3年","本科及以上","全职","大数据 | 商业 | BI | 数据分析","3天前  ","业务分析,大数据,人工智能,BI","岗位职责：1、协助上级开展公司薪酬管理变革及后期维护，设计维护员工薪酬标准；2、建立和完善公司绩效管理制度、方案、流程，绩效指标库；3、提交绩效分析报告，推动公司相关工作的改进及优化；4、主导完成公司员工绩效考核工作，绩效投诉受理及协调处理；5、根据绩效结果进行员工奖金核算和发放；6、各项考核制度、流程的监督执行，协助和指导各部门开展考核工作任职要求：1、统招本科及以上学历，1年以上绩效管理相关工作经验2、了解绩效管理基础知识与实施流程，有兴趣在绩效管理模块深入发展； 3、具备高度的工作责任心，能以为工作进度和结果负责的心态投入工作； 4、愿意在压力下成长，能自我要求，对待工作一丝不苟、细致认真。5. 思维严谨，逻辑清晰，对事物有独立的分析和思考。6.擅于数据分析我们将提供：- 前沿的互联网大数据人工智能领军企业的成长机会；- 世界500强背景的管理团队乐于分享经验，帮助有理想、有热情的职场青年更上一层楼；- 以人为本的管理，舒适的外企办公环境；- 完善的员工保险和休假。额外，我们还将为您和您的孩子提供商业保险；- 丰富多彩的团建活动和各种健身比赛（如：桌球、乒乓球、狼人杀、打农药等）；- 工龄满4年的小伙伴，我们还会为您的父母每月发放1000元的赡养抚恤金。","上海-闸北区-天目西路-恒丰路568号恒汇国际大厦12F","2018-08-13 14:34:46"
"动脑科技","人工智能工程师讲师","10k-15k","长沙 ","经验1-3年","本科及以上","全职","教育","2018-08-07  ","五险一金,不加班,工作轻松,福利好","职位描述：","长沙-岳麓区-麓谷企业广场","2018-08-13 14:35:02"
"寻宝天行研发部","人工智能算法工程师","20k-40k","北京 ","经验3-5年","本科及以上","全职","人工智能 | 深度学习 | 图像处理 | 模式识别","2018-07-16  ","福利待遇好,六险一金,发展好,背景强大","一，职责描述","北京-朝阳区-北苑-北苑路86号","2018-08-13 14:35:08"
